Rank,Name,Year,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
15893,Mission: Impossible - Operation Surma,2004,Platform,0.01,0,0,0,0.02
15894,Trigger Man,2004,Shooter,0.01,0,0,0,0.02
15895,Yuu Yuu Hakusho DS: Ankoku Bujutsukai Hen,2006,Action,0,0,0.02,0,0.02
15896,Hiiro no Kakera Portable,2008,Adventure,0,0,0.02,0,0.02
15897,Antz Extreme Racing,2002,Racing,0.01,0,0,0,0.02
15898,Enemy Territory: Quake Wars,2007,Shooter,0.01,0,0,0,0.02
15899,Truck Racer,2009,Racing,0,0.01,0,0,0.02
15900,The Sims 4: Luxury Party Stuff,2015,Simulation,0,0.01,0,0,0.02
15901,"Nogizaka Haruka no Himitsu Cosplay, Hajime Mashita",2008,Adventure,0,0,0.02,0,0.02
15902,Triggerheart Exelica,2007,Shooter,0,0,0.02,0,0.02
15903,Jet Impulse,2007,Simulation,0,0,0.02,0,0.02
15904,Games Explosion!,2006,Action,0.01,0,0,0,0.02
15905,Tennis no Oji-Sama: Card Hunter,2007,Strategy,0,0,0.02,0,0.02
15906,Portable Island: Tenohira Resort,2006,Simulation,0,0,0.02,0,0.02
15907,Night Wizard the Video Game: Denial of the World,2008,Adventure,0,0,0.02,0,0.02
15908,Sengoku Efuda Yuugi: Hototogisu Ran,2008,Misc,0,0,0.02,0,0.02
15909,Tokyo Friend Park II DS,2006,Misc,0,0,0.02,0,0.02
15910,Saenai Kanojo no Sodatekata: Blessing Flowers,2015,Action,0,0,0.02,0,0.02
15911,Adventure Time: The Secret of the Nameless,2014,Adventure,0.01,0,0,0,0.02
15912,Kao the Kangaroo Round 2,2005,Platform,0.01,0.01,0,0,0.02
15913,Shin Hisui no Shizuku: Hiiro no Kakera 2 Portable,2010,Adventure,0,0,0.02,0,0.02
15914,Robopon 2: Ring Version,2001,Role-Playing,0.01,0,0,0,0.02
15915,Evil Genius,2004,Strategy,0,0.01,0,0,0.02
15916,Dragon Tales: Dragon Adventures,2003,Platform,0.01,0,0,0,0.02
15917,Moe Moe 2-ji Taisen (Ryoku) * Deluxe,2008,Adventure,0,0,0.02,0,0.02
15918,Dream Dancer,2007,Misc,0.01,0,0,0,0.02
15919,Powerbike,2009,Racing,0.01,0,0,0,0.02
15920,Violet no Atelier: Gramnad no Renkinjutsushi 2 - Gunjou no Omoide,2011,Role-Playing,0,0,0.02,0,0.02
15921,Magic Encyclopedia: Moonlight,2010,Misc,0,0.01,0,0,0.02
15922,Rayman 10th Anniversary,2005,Platform,0.01,0,0,0,0.02
15923,Elminage II DS Remix: Sousei no Megami to Unmai no Daichi,2010,Role-Playing,0,0,0.02,0,0.02
15924,Online Chess Kingdoms,2006,Misc,0.01,0,0,0,0.02
15925,Gaku ? Ou: The Royal Seven Stars,2012,Role-Playing,0,0,0.02,0,0.02
15926,Pillars of Eternity,2014,Role-Playing,0,0.01,0,0,0.02
15927,RollerCoaster Tycoon: Gold Edition,2002,Strategy,0.01,0,0,0,0.02
15928,Professional Farmer 2016,2015,Action,0,0.01,0,0,0.02
15929,Storm Lover Kai!!,2012,Action,0,0,0.02,0,0.02
15930,Race Driver: Create & Race,2007,Racing,0.01,0,0,0,0.02
15931,Nurarihyon no Mago: Hyakki Ryouran Taisen,2011,Fighting,0,0,0.02,0,0.02
15932,Minna to Issho,2011,Misc,0,0,0.02,0,0.02
15933,Harukanaru Toki no Naka de 6,2015,Action,0,0,0.02,0,0.02
15934,Hummer Badlands,2006,Racing,0.01,0,0,0,0.02
15935,I Doll U,2015,Adventure,0,0,0.02,0,0.02
15936,Enkaku Sousa: Sana e no 23 Hiai,2009,Adventure,0,0,0.02,0,0.02
15937,Katekyoo Hitman Reborn! DS: Mafia Daishuugou Bongole Festival,2008,Action,0,0,0.02,0,0.02
15938,Pippa Funnell 2: Farm Adventures,2007,Simulation,0,0.01,0,0,0.02
15939,Iron Soldier 3,1999,Simulation,0.01,0.01,0,0,0.02
15940,Oyaku de Asoberu DS Ehon: Ukkari Penelope,2008,Simulation,0,0,0.02,0,0.02
15941,Space Invaders Revolution,2005,Shooter,0.01,0,0,0,0.02
15942,Barbie and Her Sisters Puppy Rescue,2015,Action,0,0.01,0,0,0.02
15943,Worms: WMD,2016,Action,0.01,0.01,0,0,0.02
15944,Myst,2006,Adventure,0,0.01,0,0,0.02
15945,UNO 52,2006,Misc,0.01,0,0,0,0.02
15946,Tiger & Bunny: Hero's Day,2013,Action,0,0,0.02,0,0.02
15947,Storm Lover 2nd V,2016,Adventure,0,0,0.02,0,0.02
15948,Grisaia no Meikyuu: Le Labyrinthe de la Grisaia,2014,Adventure,0,0,0.02,0,0.02
15949,Touhou Genso Rondo: Bullet Ballet,2016,Shooter,0.01,0,0,0,0.02
15950,Accel World: Kasoku no Chouten,2013,Adventure,0,0,0.02,0,0.02
15951,Poupee Girl DS,2009,Misc,0,0,0.02,0,0.02
15952,Pachinko Kaou: Misora Hibari,2007,Misc,0,0,0.02,0,0.02
15953,Just Cause,2006,Action,0.01,0.01,0,0,0.02
15954,Choro Q,2003,Racing,0.01,0.01,0,0,0.02
15955,Narcissus: Moshimo Ashita ga Runara,2010,Adventure,0,0,0.02,0,0.02
15956,Girl Friend Beta: Kimi to Sugosu Natsuyasumi,2015,Action,0,0,0.02,0,0.02
15957,IHRA Drag Racing: Sportsman Edition,2006,Racing,0.01,0,0,0,0.02
15958,"Sharin no Kuni, Himawari no Shoujo",2010,Adventure,0,0,0.02,0,0.02
15959,Guild Wars: Factions,2006,Role-Playing,0,0.01,0,0,0.02
15960,Simple DS Series Vol. 42: The Haioku Byoutou,2008,Adventure,0,0,0.02,0,0.02
15961,Drone Tactics,2007,Strategy,0.01,0,0,0,0.02
15962,Technic Beat,2002,Misc,0.01,0.01,0,0,0.02
15963,So-Ra-No-Wo-To: Otome no Gojuusou,2010,Adventure,0,0,0.02,0,0.02
15964,Farming Simulator 2014,2014,Simulation,0.01,0,0,0,0.02
15965,Imperium Romanum,2008,Strategy,0,0.01,0,0,0.02
15966,Ship Simulator 2008,2007,Simulation,0,0.01,0,0,0.02
15967,Curse of the Amsterdam Diamond,2012,Puzzle,0,0.01,0,0,0.02
15968,Sengoku,2011,Strategy,0,0.01,0,0,0.02
15969,Yume Neko DS,2008,Simulation,0,0,0.02,0,0.02
15970,Dream C Club,2012,Simulation,0,0,0.02,0,0.02
15971,IGT Slots: Lucky Larry's Lobstermania,2011,Simulation,0.01,0,0,0,0.02
15972,Sid Meier's Civilization Revolution 2+,2015,Strategy,0,0,0.02,0,0.02
15973,SBK Superbike World Championship,2008,Racing,0.01,0.01,0,0,0.02
15974,Memories Off 6: Next Relation,2009,Adventure,0,0,0.02,0,0.02
15975,Scared Rider Xechs,2010,Adventure,0,0,0.02,0,0.02
15976,Vitamin X: Detective B6,2012,Adventure,0,0,0.02,0,0.02
15977,Misshitsu no Sacrifice,2010,Adventure,0,0,0.02,0,0.02
15978,You Don't Know Jack,1995,Misc,0.01,0,0,0,0.02
15979,Ouran Koukou Host Bu,2007,Adventure,0,0,0.02,0,0.02
15980,Lotus Challenge,2004,Racing,0.01,0,0,0,0.02
15981,Meiji Toukyou Renka: Twilight Kiss,2015,Action,0,0,0.02,0,0.02
15982,Xblaze: Lost Memories,2015,Adventure,0.01,0,0,0,0.02
15983,Turok,2008,Action,0,0.01,0,0,0.01
15984,Coven and Labyrinth of Refrain,2016,Action,0,0,0.01,0,0.01
15985,Super Battle For Money Sentouchuu: Kyuukyoku no Shinobu to Battle Player Choujou Kessen!,2016,Action,0,0,0.01,0,0.01
15986,Dragon Zakura DS,2007,Misc,0,0,0.01,0,0.01
15987,Chameleon: To Dye For!,2006,Puzzle,0.01,0,0,0,0.01
15988,Hotel Giant DS,2008,Simulation,0,0.01,0,0,0.01
15989,Sora no Otoshimono: DokiDoki Summer Vacation,2010,Adventure,0,0,0.01,0,0.01
15990,Blackthorne,2003,Action,0.01,0,0,0,0.01
15991,Don Bradman Cricket 14,2014,Sports,0,0.01,0,0,0.01
15992,DokuSui: DokiDoki Suikoden,2011,Role-Playing,0,0,0.01,0,0.01
15993,Shinseiki Evangelion: Battle Orchestra Portable,2009,Fighting,0,0,0.01,0,0.01
15994,Donkey Kong Jungle Beat,2008,Platform,0,0.01,0,0,0.01
15995,Bomberman (jp sales),2006,Puzzle,0,0,0.01,0,0.01
15996,Blazblue: Continuum Shift Extend,2012,Fighting,0,0,0.01,0,0.01
15997,S.Y.K: Shinsetsu Saiyuuki,2009,Adventure,0,0,0.01,0,0.01
15998,Football Manager Live,2009,Sports,0,0.01,0,0,0.01
15999,Captain Morgane and the Golden Turtle,2012,Adventure,0,0.01,0,0,0.01
16000,Black Cat,2006,Action,0,0,0.01,0,0.01
16001,One Piece: Daikaizoku Coliseum,2016,Fighting,0,0,0.01,0,0.01
16002,Mortal Kombat,1994,Fighting,0.01,0,0,0,0.01
16003,Smart Kid's Mega Game Mix,2009,Misc,0.01,0,0,0,0.01
16004,Diary Girl,2008,Misc,0.01,0,0,0,0.01
16005,Red Stone DS: Akaki Ishi ni Michibikareshi Monotachi,2011,Role-Playing,0,0,0.01,0,0.01
16006,Serious Sam II,2005,Shooter,0,0.01,0,0,0.01
16007,Wand of Fortune: Mirai e no Prologue Portable,2010,Adventure,0,0,0.01,0,0.01
16008,Sengoku Hime: Senran ni Mau Otometachi,2009,Adventure,0,0,0.01,0,0.01
16009,Secret Game Portable,2010,Adventure,0,0,0.01,0,0.01
16010,Demon Gaze 2,2014,Role-Playing,0,0,0.01,0,0.01
16011,Neverwinter Nights 2: Mask of the Betrayer,2007,Role-Playing,0,0.01,0,0,0.01
16012,Kimi no Yuusha,2008,Role-Playing,0,0,0.01,0,0.01
16013,Call of Juarez,2006,Shooter,0,0.01,0,0,0.01
16014,Tom Clancy's  Ghost Recon Advanced Warfighter (weekly JP sales),2006,Shooter,0,0,0.01,0,0.01
16015,UEFA Champions League 2006-2007,2007,Sports,0.01,0,0,0,0.01
16016,Codename: Panzers Phase Two,2005,Strategy,0,0.01,0,0,0.01
16017,Nobunaga no Yabou Online: Houou no Shou,2012,Strategy,0,0,0.01,0,0.01
16018,Rise of Flight: Iron Cross Edition,2010,Simulation,0.01,0,0,0,0.01
16019,Cosmetic Paradise: Make no Kiseki,2008,Misc,0,0,0.01,0,0.01
16020,Unreal Tournament 2003,2002,Shooter,0,0.01,0,0,0.01
16021,Nobunaga no Yabou DS,2006,Strategy,0,0,0.01,0,0.01
16022,God Eater Off Shot: Soma Shikkuzaru-hen Twin Pack & Animation Vol.4,2016,Action,0,0,0.01,0,0.01
16023,Uppers,2016,Action,0,0,0.01,0,0.01
16024,Wand of Fortune Portable,2010,Adventure,0,0,0.01,0,0.01
16025,Wiffle Ball Advance,2007,Sports,0.01,0,0,0,0.01
16026,Rengoku II: The Stairway to H.E.A.V.E.N. (jp sales),2006,Action,0,0,0.01,0,0.01
16027,Simple DS Series Vol. 14: The Jidousha Kyoushuujo DS,2007,Misc,0,0,0.01,0,0.01
16028,The Last Remnant,2009,Role-Playing,0,0.01,0,0,0.01
16029,Ten Pin Alley 2,2004,Sports,0.01,0,0,0,0.01
16030,Himawari: Pebble in the Sky Portable,2010,Adventure,0,0,0.01,0,0.01
16031,Wand of Fortune R,2016,Adventure,0,0,0.01,0,0.01
16032,Katekyoo Hitman Reborn Nerae!? Ring x Bongole Returns,2008,Adventure,0,0,0.01,0,0.01
16033,My Little Baby,2008,Simulation,0,0.01,0,0,0.01
16034,Kono Aozora ni Yakusoku o: Tenohira no Rakuen,2009,Adventure,0,0,0.01,0,0.01
16035,Shinobi Koutsutsu,2014,Adventure,0,0,0.01,0,0.01
16036,NiGHTS into dreams...,2008,Platform,0,0,0.01,0,0.01
16037,WinBack 2: Project Poseidon,2006,Shooter,0.01,0.01,0,0,0.01
16038,Kaitou Rousseau,2006,Action,0,0,0.01,0,0.01
16039,Utawarerumono: Futari no Hakuoro,2016,Misc,0,0,0.01,0,0.01
16040,WRC 5: FIA World Rally Championship,2015,Sports,0,0.01,0,0,0.01
16041,Totally Spies! Totally Party,2008,Misc,0.01,0.01,0,0,0.01
16042,GunParade Orchestra: Ao no Shou,2006,Adventure,0,0,0.01,0,0.01
16043,Impossible Creatures,2002,Strategy,0,0.01,0,0,0.01
16044,Puyo Pop Fever,2004,Puzzle,0.01,0,0,0,0.01
16045,Wizardry XTH: Unlimited Students,2006,Role-Playing,0,0,0.01,0,0.01
16046,Raven's Cry,2015,Role-Playing,0,0.01,0,0,0.01
16047,Instant Brain,2011,Adventure,0,0,0.01,0,0.01
16048,Guitar Hero III: Legends of Rock,2007,Misc,0.01,0,0,0,0.01
16049,Blitzkrieg 2 Anthology,2008,Strategy,0,0.01,0,0,0.01
16050,Rayman Raving Rabbids,2006,Misc,0,0.01,0,0,0.01
16051,God Eater Off Shot:Shiou-hen Twin Pack & Animation Vol.5,2016,Misc,0,0,0.01,0,0.01
16052,Abunai: Koi no Sousa Shitsu,2012,Action,0,0,0.01,0,0.01
16053,Coronation Street: The Mystery of the Missing Hotpot Recipe,2011,Adventure,0,0.01,0,0,0.01
16054,Battle Worlds: Kronos,2016,Strategy,0,0.01,0,0,0.01
16055,SoulLink Extension,2006,Adventure,0,0,0.01,0,0.01
16056,Banjo-Kazooie,2008,Platform,0,0.01,0,0,0.01
16057,Samurai Shodown Anthology (JP sales),2008,Fighting,0,0,0.01,0,0.01
16058,Winning Post 7 Maximum 2008,2008,Sports,0,0,0.01,0,0.01
16059,Sangoku Koi Senki: Otome no Heihou!,2011,Adventure,0,0,0.01,0,0.01
16060,PDC World Championship Darts 2008,2007,Sports,0.01,0,0,0,0.01
16061,WRC: FIA World Rally Championship,2007,Racing,0,0.01,0,0,0.01
16062,Alfa Romeo Racing Italiano,2005,Racing,0.01,0.01,0,0,0.01
16063,"Pachi-Slot Teiou: Golgo 13 Las Vegas (JP sales, but wrong system)",2002,Misc,0,0,0.01,0,0.01
16064,Digger Simulator,2011,Simulation,0,0.01,0,0,0.01
16065,Turbo: Super Stunt Squad,2013,Sports,0,0.01,0,0,0.01
16066,Super Robot Taisen XO,2006,Strategy,0,0,0.01,0,0.01
16067,Kaitou Joker: Toki o Koeru Kaitou to Ushinawareta Houseki,2015,Action,0,0,0.01,0,0.01
16068,Aquaman: Battle for Atlantis,2007,Action,0.01,0,0,0,0.01
16069,Pachitte Chonmage Tatsujin 16: Pachinko Hissatsu Shigotojin III,2010,Misc,0,0,0.01,0,0.01
16070,IL-2 Sturmovik,2001,Simulation,0,0.01,0,0,0.01
16071,Mortal Kombat: Tournament Edition,2003,Fighting,0.01,0,0,0,0.01
16072,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,2005,Adventure,0.01,0,0,0,0.01
16073,East India Company,2009,Strategy,0.01,0,0,0,0.01
16074,World Poker Tour,2005,Misc,0.01,0,0,0,0.01
16075,Sousaku Alice to Oujisama!,2015,Simulation,0,0,0.01,0,0.01
16076,Empire Deluxe,1992,Strategy,0.01,0,0,0,0.01
16077,Umihara Kawase Jun: Second Edition Kanzenban,2009,Puzzle,0,0,0.01,0,0.01
16078,Infinite Stratos 2: Love and Purge,2015,Action,0,0,0.01,0,0.01
16079,Fab 5 Soccer,2008,Sports,0.01,0,0,0,0.01
16080,Destiny Links,2009,Role-Playing,0,0,0.01,0,0.01
16081,Best Of Tests,2008,Puzzle,0.01,0,0,0,0.01
16082,Egg Mania: Eggstreme Madness,2002,Puzzle,0.01,0,0,0,0.01
16083,Virtua Tennis 3,2007,Sports,0,0.01,0,0,0.01
16084,Pro Angler Moves,2012,Sports,0.01,0,0,0,0.01
16085,Sakura Sakura: Haru Urara,2010,Adventure,0,0,0.01,0,0.01
16086,Uta no * Prince-Sama: Sweet Serenade,2011,Adventure,0,0,0.01,0,0.01
16087,The Legend of Heroes: Trails in the Sky Third Chapter,2013,Role-Playing,0,0,0.01,0,0.01
16088,Road Trip: Shifting Gears,2002,Racing,0.01,0,0,0,0.01
16089,"Iza, Shutsujin! Koisen",2011,Adventure,0,0,0.01,0,0.01
16090,Major Dream: Major Wii Nagero! Gyroball!!,2008,Sports,0,0,0.01,0,0.01
16091,Hiiro no Kakera: Shin Tamayori Hime Denshou,2009,Adventure,0,0,0.01,0,0.01
16092,Datenshi no Amai Yuuwaku x Kaikan Phrase,2010,Adventure,0,0,0.01,0,0.01
16093,Honda ATV Fever,2010,Racing,0.01,0,0,0,0.01
16094,Grooverider: Slot Car Thunder,2003,Racing,0.01,0,0,0,0.01
16095,Superstars V8 Racing,2009,Racing,0,0.01,0,0,0.01
16096,Grand Theft Auto III,2002,Action,0,0.01,0,0,0.01
16097,Bakumatsu Koihana: Shinsengumi DS,2008,Adventure,0,0,0.01,0,0.01
16098,Resident Evil 5 HD,2016,Action,0.01,0,0,0,0.01
16099,Miyako: Awayuki no Utage,2012,Action,0,0,0.01,0,0.01
16100,Super PickUps,2009,Racing,0.01,0,0,0,0.01
16101,Ben 10 Omniverse 2,2013,Action,0,0.01,0,0,0.01
16102,Rewrite,2014,Adventure,0,0,0.01,0,0.01
16103,Konami Classics Vol. 2,2009,Misc,0.01,0,0,0,0.01
16104,Aeon Flux,2005,Action,0.01,0,0,0,0.01
16105,Tobidase! Kagaku-kun Chikyuu Daitanken! Nazo no Chinkai Seibutsu ni Idome!,2011,Misc,0,0,0.01,0,0.01
16106,Kana: Imouto,2010,Adventure,0,0,0.01,0,0.01
16107,Barbie and Her Sisters Puppy Rescue,2015,Action,0,0.01,0,0,0.01
16108,Rock N' Roll Racing,1993,Racing,0,0,0.01,0,0.01
16109,Higurashi no Naku Koro ni Iki,2015,Action,0,0,0.01,0,0.01
16110,Marginal #4: Idol of Supernova,2014,Adventure,0,0,0.01,0,0.01
16111,Nodame Cantabile,2007,Misc,0,0,0.01,0,0.01
16112,Paranormal Pursuit: The Gifted One,2015,Action,0,0.01,0,0,0.01
16113,DoDonPachi Saidaioujou,2013,Shooter,0,0,0.01,0,0.01
16114,Last Escort: Club Katze,2010,Adventure,0,0,0.01,0,0.01
16115,1/2 Summer +,2013,Adventure,0,0,0.01,0,0.01
16116,Winning Post 7 Maximum 2008,2008,Sports,0,0,0.01,0,0.01
16117,Psycho-Pass,2014,Adventure,0,0,0.01,0,0.01
16118,Brain Exercise With Dr. Kawashima,2009,Puzzle,0,0.01,0,0,0.01
16119,Tears to Tiara: Kakan no Daichi Portable,2010,Adventure,0,0,0.01,0,0.01
16120,Games Around the World,2010,Misc,0.01,0,0,0,0.01
16121,Football Manager 2005,2004,Sports,0,0.01,0,0,0.01
16122,Hitotsu Tobashi Renai V,2015,Adventure,0,0,0.01,0,0.01
16123,Ninja Gaiden Sigma 2,2013,Action,0,0,0.01,0,0.01
16124,Turbo Trainz,2012,Racing,0,0.01,0,0,0.01
16125,Theatre Of War,2007,Strategy,0,0.01,0,0,0.01
16126,Nintendogs and Cats Golden Retriever and New Friends,2011,Action,0,0.01,0,0,0.01
16127,Young Justice: Legacy,2013,Action,0,0.01,0,0,0.01
16128,Tantei Jinguuji Saburo DS: Fuserareta Shinjitsu,2009,Adventure,0,0,0.01,0,0.01
16129,Monster Rancher Advance 2,2002,Simulation,0.01,0,0,0,0.01
16130,Madden NFL 13,2012,Sports,0,0.01,0,0,0.01
16131,Voodoo Chronicles: First Sign,2011,Adventure,0.01,0,0,0,0.01
16132,Umineko no Naku Koro ni Portable 1,2011,Adventure,0,0,0.01,0,0.01
16133,Dr. Slump & Arale-Chan,2008,Adventure,0,0,0.01,0,0.01
16134,Geten no Hana: Yume Akari,2014,Misc,0,0,0.01,0,0.01
16135,Festa!! Hyper Girls Party,2006,Adventure,0,0,0.01,0,0.01
16136,Collar x Malice,2016,Action,0,0,0.01,0,0.01
16137,Kikiite Hajimaru: Eigo Kaiwa Training - KikiTore,2008,Misc,0,0,0.01,0,0.01
16138,Vanark,1999,Shooter,0.01,0.01,0,0,0.01
16139,Dragon's Dogma Online: Season 2,2016,Action,0,0,0.01,0,0.01
16140,Game Book DS: Sword World 2.0,2009,Role-Playing,0,0,0.01,0,0.01
16141,WTA Tour Tennis,2002,Sports,0.01,0,0,0,0.01
16142,Norn + Nonette: Last Era,2015,Action,0,0,0.01,0,0.01
16143,BlazBlue: Calamity Trigger,2010,Fighting,0,0.01,0,0,0.01
16144,Furious Karting,2003,Racing,0.01,0,0,0,0.01
16145,WSC REAL 09: World Snooker Championship,2009,Sports,0,0.01,0,0,0.01
16146,Harry Potter and the Chamber of Secrets,2002,Action,0,0.01,0,0,0.01
16147,Pet Shop Monogatari DS 2,2010,Simulation,0,0,0.01,0,0.01
16148,Mystery Legends: Beauty and the Beast,2012,Puzzle,0,0.01,0,0,0.01
16149,Fuuraiki 3,2015,Action,0,0,0.01,0,0.01
16150,Chokkan! Asonde Relaxuma,2008,Action,0,0,0.01,0,0.01
16151,Hot Wheels: Stunt Track Challenge / World Race,2006,Racing,0.01,0,0,0,0.01
16152,Minna no Conveni,2010,Simulation,0,0,0.01,0,0.01
16153,Accel World: Kasoku no Chouten,2013,Adventure,0,0,0.01,0,0.01
16154,SoulCalibur Legends (JP sales),2007,Action,0,0,0.01,0,0.01
16155,Izumo 2,2006,Adventure,0,0,0.01,0,0.01
16156,Entaku no Seito: Students of Round,2011,Role-Playing,0,0,0.01,0,0.01
16157,Bratz: Forever Diamondz,2006,Adventure,0.01,0.01,0,0,0.01
16158,Isshoni Gohan. Portable,2013,Adventure,0,0,0.01,0,0.01
16159,PC Engine Best Collention: Ginga Ojousama Densetsu Collection,2008,Adventure,0,0,0.01,0,0.01
16160,King of Fighters 2002: Unlimited Match Tougeki Ver.,2010,Fighting,0,0,0.01,0,0.01
16161,Monkey Madness: Island Escape,2010,Action,0.01,0,0,0,0.01
16162,Malice,2004,Platform,0.01,0,0,0,0.01
16163,Raven Squad: Operation Hidden Dagger,2009,Shooter,0.01,0,0,0,0.01
16164,htoL#NiQ: The Firefly Diary,2014,Platform,0,0,0.01,0,0.01
16165,Tiger Woods PGA Tour 2005,2004,Sports,0,0.01,0,0,0.01
16166,Deus Ex,2000,Role-Playing,0,0.01,0,0,0.01
16167,Rosario to Vampire: Tanabata no Miss Youkai Gakuen,2008,Adventure,0,0,0.01,0,0.01
16168,Ouka Sengoku Portable,2012,Adventure,0,0,0.01,0,0.01
16169,Smiley World: Island Challenge,2009,Puzzle,0.01,0,0,0,0.01
16170,Order Up!!,2011,Action,0,0.01,0,0,0.01
16171,Wallace & Gromit: Curse of the Were-Rabbit,2005,Adventure,0.01,0,0,0,0.01
16172,Hanayamata: Yosakoi Live,2014,Adventure,0,0,0.01,0,0.01
16173,Shepherd's Crossing,2009,Simulation,0,0,0.01,0,0.01
16174,Dark Parables: The Exiled Prince,2011,Puzzle,0,0.01,0,0,0.01
16175,Military History: Commander - Europe at War,2009,Strategy,0,0.01,0,0,0.01
16176,Tactics Layer: Ritina Guard Senki,2009,Strategy,0,0,0.01,0,0.01
16177,We Sing 80s,2012,Misc,0,0.01,0,0,0.01
16178,Republique,2016,Action,0,0.01,0.01,0,0.01
16179,San-X Character Channel: All-Star Daishuugou!,2008,Action,0,0,0.01,0,0.01
16180,Rail Simulator,2007,Simulation,0,0.01,0,0,0.01
16181,Putty Squad,2013,Platform,0,0.01,0,0,0.01
16182,Sega Golf Club: Miyazato San Kyoudai Naizou,2006,Sports,0,0,0.01,0,0.01
16183,Rozen Maiden: Gebetgarten,2007,Fighting,0,0,0.01,0,0.01
16184,Resistance Dual Pack,2011,Shooter,0,0.01,0,0,0.01
16185,Princess Arthur,2013,Misc,0,0,0.01,0,0.01
16186,Sakura-Sou no Pet na Kanojo,2013,Adventure,0,0,0.01,0,0.01
16187,Fatal Fury: Battle Archives Volume 2 (JP sales),2007,Fighting,0,0,0.01,0,0.01
16188,Tantei Jinguuji Saburo: Hai to Diamond,2009,Adventure,0,0,0.01,0,0.01
16189,BattleForge,2009,Strategy,0,0.01,0,0,0.01
16190,Jewel Quest II,2007,Puzzle,0,0.01,0,0,0.01
16191,Toro to Morimori,2009,Misc,0,0,0.01,0,0.01
16192,Sonic & All-Stars Racing Transformed,2013,Racing,0,0.01,0,0,0.01
16193,Satisfashion,2010,Misc,0.01,0,0,0,0.01
16194,Homeworld Remastered Collection,2007,Strategy,0,0.01,0,0,0.01
16195,Metal Slug Anthology,2007,Shooter,0,0,0.01,0,0.01
16196,K-1 Grand Prix,1999,Fighting,0.01,0.01,0,0,0.01
16197,Shorts,2007,Platform,0.01,0,0,0,0.01
16198,Legoland,1999,Action,0,0.01,0,0,0.01
16199,Rave Master: Special Attack Force!,2002,Fighting,0.01,0,0,0,0.01
16200,Simple 2000 Series Vol. 120: The Saigo no Nippon Tsuwamono,2007,Strategy,0,0,0.01,0,0.01
16201,AKB1/48: Idol to Guam de Koishitara...,2007,Misc,0,0,0.01,0,0.01
16202,Casper,2002,Adventure,0.01,0,0,0,0.01
16203,Hyakka Yakou,2015,Action,0,0,0.01,0,0.01
16204,Adventure Time: The Secret of the Nameless,2014,Adventure,0.01,0,0,0,0.01
16205,Hakuoki: Reimeiroku DS,2012,Action,0,0,0.01,0,0.01
16206,Shin Hayarigami 2,2016,Adventure,0,0,0.01,0,0.01
16207,Ro-Kyu-Bu! Secret Photo Op,2014,Adventure,0,0,0.01,0,0.01
16208,Caladrius,2013,Shooter,0,0,0.01,0,0.01
16209,Who Wants to be a Millionaire: 2nd Edition,2008,Misc,0,0.01,0,0,0.01
16210,Duel Love: Koisuru Otome wa Shouri no Megami,2008,Adventure,0,0,0.01,0,0.01
16211,Super Robot Monkey Team: Game Boy Advance Video Volume 1,2005,Misc,0.01,0,0,0,0.01
16212,Freekstyle,2003,Racing,0.01,0,0,0,0.01
16213,Groovin' Blocks,2009,Puzzle,0.01,0,0,0,0.01
16214,Tomoyo After: It's a Wonderful Life CS Edition,2007,Adventure,0,0,0.01,0,0.01
16215,Gardening Guide: How to get Green Fingers,2009,Misc,0,0.01,0,0,0.01
16216,Aa Megami-samaa,2007,Adventure,0,0,0.01,0,0.01
16217,Bunmei Kaika: Aoiza Ibunroku Saien,2012,Action,0,0,0.01,0,0.01
16218,Tsukigime Ranko's Longest Day,2014,Action,0,0.01,0,0,0.01
16219,Bakumatsu Rock,2014,Action,0,0,0.01,0,0.01
16220,Far East of Eden II: Manji Maru,2006,Role-Playing,0,0,0.01,0,0.01
16221,Family Jockey,2008,Sports,0,0,0.01,0,0.01
16222,Thunder Alley,2004,Racing,0.01,0,0,0,0.01
16223,Dynasty Warriors: Eiketsuden,2016,Action,0,0,0.01,0,0.01
16224,Spider-Man: Friend or Foe,2007,Action,0.01,0,0,0,0.01
16225,Carmageddon: Max Damage,2016,Action,0.01,0.01,0,0,0.01
16226,Nyaruko-San: Nafushigatai Game no You na Mono,2013,Adventure,0,0,0.01,0,0.01
16227,New Interpretation Stranger of Sword City,2016,Role-Playing,0,0,0.01,0,0.01
16228,Soshite Kono Uchuu ni Kirameku Kimi no Shi XXX,2007,Adventure,0,0,0.01,0,0.01
16229,Victory Spike,1996,Sports,0,0,0.01,0,0.01
16230,Sengoku Basara 2 Heroes,2007,Action,0,0,0.01,0,0.01
16231,Double Sequence: The Q-Virus Invasion,2008,Puzzle,0.01,0,0,0,0.01
16232,Brothers in Arms: Furious 4,2007,Shooter,0.01,0,0,0,0.01
16233,Hi Hi Puffy AmiYumi: The Genie & the Amp,2006,Action,0.01,0,0,0,0.01
16234,Densetsu no Yuusha no Densetsu: Legendary Saga,2010,Role-Playing,0,0,0.01,0,0.01
16235,Zero no Tsukaima: Maigo no Period to Ikusen no Symphony,2008,Adventure,0,0,0.01,0,0.01
16236,Marvel: Ultimate Alliance,2006,Role-Playing,0.01,0,0,0,0.01
